series_id,year,value,air_temp
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1967,300000,270.79840087890625
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1968,450000,269.7023010253906
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1969,460000,269.9975891113281
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1970,800000,270.4474182128906
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1971,880000,269.8033752441406
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1972,1000000,272.03167724609375
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1973,780000,270.5431823730469
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1974,970000,271.8548583984375
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1975,1050000,271.3184814453125
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1976,1350000,269.9300842285156
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1977,1020000,270.11328125
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1978,1100000,269.7284240722656
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1979,850000,270.7020263671875
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1980,820000,270.8078308105469
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1981,780000,269.33074951171875
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1982,1550000,270.9754943847656
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1983,1620000,270.6292724609375
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1984,1520000,270.9226989746094
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1985,580000,269.0013427734375
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1986,510000,270.5074768066406
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1987,520000,269.961669921875
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1988,640000,270.6004943847656
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1989,620000,272.00341796875
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1990,560000,272.17205810546875
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1991,590000,271.0719299316406
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1992,580000,271.400146484375
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1993,730000,270.79290771484375
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1994,800000,270.9041748046875
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1995,890000,270.5350646972656
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1996,940000,270.60308837890625
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1997,1180000,271.0325622558594
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1998,1450000,269.8128967285156
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,1999,1280000,271.19744873046875
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,2000,1720000,272.0416259765625
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,2001,1920000,271.1684875488281
seriesA00011_site001_speciesPICABI_varialbe_pollen_unit_grains/m2,2002,2350000,271.4146423339844
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1964,70000,271.166259765625
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1965,100000,269.103271484375
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1966,90000,268.5396728515625
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1967,90000,270.79840087890625
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1968,60000,269.7023010253906
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1969,90000,269.9975891113281
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1970,150000,270.4474182128906
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1971,170000,269.8033752441406
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1972,110000,272.03167724609375
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1973,100000,270.5431823730469
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1974,80000,271.8548583984375
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1975,130000,271.3184814453125
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1976,60000,269.9300842285156
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1977,60000,270.11328125
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1978,30000,269.7284240722656
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1979,30000,270.7020263671875
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1980,10000,270.8078308105469
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1981,0,269.33074951171875
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1982,150000,270.9754943847656
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1983,170000,270.6292724609375
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1984,170000,270.9226989746094
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1985,100000,269.0013427734375
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1986,110000,270.5074768066406
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1987,160000,269.961669921875
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1988,100000,270.6004943847656
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1989,80000,272.00341796875
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1990,40000,272.17205810546875
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1991,30000,271.0719299316406
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1992,10000,271.400146484375
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1993,0,270.79290771484375
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1994,40000,270.9041748046875
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1995,40000,270.5350646972656
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1996,40000,270.60308837890625
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1997,40000,271.0325622558594
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1998,40000,269.8128967285156
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,1999,70000,271.19744873046875
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,2000,70000,272.0416259765625
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,2001,130000,271.1684875488281
seriesA00011_site002_speciesALNSPP_varialbe_pollen_unit_grains/m2,2002,150000,271.4146423339844
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1964,4670000,271.166259765625
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1965,4850000,269.103271484375
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1966,5170000,268.5396728515625
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1967,4720000,270.79840087890625
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1968,5860000,269.7023010253906
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1969,5720000,269.9975891113281
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1970,8470000,270.4474182128906
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1971,9520000,269.8033752441406
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1972,11310000,272.03167724609375
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1973,11860000,270.5431823730469
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1974,12270000,271.8548583984375
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1975,12680000,271.3184814453125
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1976,12550000,269.9300842285156
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1977,11580000,270.11328125
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1978,10850000,269.7284240722656
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1979,9660000,270.7020263671875
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1980,9710000,270.8078308105469
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1981,10260000,269.33074951171875
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1982,16250000,270.9754943847656
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1983,18640000,270.6292724609375
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1984,19640000,270.9226989746094
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1985,14610000,269.0013427734375
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1986,12910000,270.5074768066406
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1987,14560000,269.961669921875
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1988,13600000,270.6004943847656
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1989,13320000,272.00341796875
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1990,9290000,272.17205810546875
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1991,10120000,271.0719299316406
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1992,9660000,271.400146484375
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1993,11030000,270.79290771484375
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1994,11810000,270.9041748046875
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1995,12410000,270.5350646972656
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1996,12550000,270.60308837890625
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1997,13600000,271.0325622558594
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1998,14970000,269.8128967285156
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,1999,18090000,271.19744873046875
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,2000,17630000,272.0416259765625
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,2001,18860000,271.1684875488281
seriesA00011_site003_speciesBETSPP_varialbe_pollen_unit_grains/m2,2002,18770000,271.4146423339844
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1964,18580000,271.166259765625
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1965,15570000,269.103271484375
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1966,10470000,268.5396728515625
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1967,6540000,270.79840087890625
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1968,8500000,269.7023010253906
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1969,9420000,269.9975891113281
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1970,12300000,270.4474182128906
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1971,12690000,269.8033752441406
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1972,15830000,272.03167724609375
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1973,16490000,270.5431823730469
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1974,16880000,271.8548583984375
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1975,14390000,271.3184814453125
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1976,11910000,269.9300842285156
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1977,9420000,270.11328125
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1978,9810000,269.7284240722656
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1979,11250000,270.7020263671875
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1980,11780000,270.8078308105469
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1981,12820000,269.33074951171875
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1982,23420000,270.9754943847656
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1983,27080000,270.6292724609375
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1984,27480000,270.9226989746094
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1985,17660000,269.0013427734375
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1986,14520000,270.5074768066406
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1987,16090000,269.961669921875
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1988,15050000,270.6004943847656
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1989,14790000,272.00341796875
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1990,11380000,272.17205810546875
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1991,11910000,271.0719299316406
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1992,10860000,271.400146484375
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1993,12430000,270.79290771484375
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1994,12560000,270.9041748046875
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1995,16090000,270.5350646972656
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1996,19360000,270.60308837890625
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1997,27610000,271.0325622558594
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1998,30750000,269.8128967285156
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,1999,30090000,271.19744873046875
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,2000,33630000,272.0416259765625
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,2001,43310000,271.1684875488281
seriesA00011_site004_speciesPINSYL_varialbe_pollen_unit_grains/m2,2002,57440000,271.4146423339844
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,1992,26.9,283.0205383300781
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,1993,0,282.7647399902344
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,1994,2.8,284.1322326660156
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,1995,15.88,282.75421142578125
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,1996,0,281.6478271484375
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,1997,0.27,282.8448181152344
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,1998,4.99,282.83331298828125
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,1999,4.81,282.9216003417969
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2000,13.7,283.58905029296875
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2001,45.31,282.6460876464844
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2002,0.44,283.40826416015625
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2003,108.3,282.7288818359375
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2004,0.07,282.0987548828125
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2005,0.41,281.8431701660156
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2006,61,282.67156982421875
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2007,3.3,283.20751953125
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2008,0.77,282.9944152832031
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2009,67.99,282.7194519042969
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2010,0,281.6419982910156
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2011,0.02,283.30975341796875
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2012,0.13,282.80328369140625
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2013,12.89,282.5442810058594
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2014,18.78,283.8477783203125
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2015,22.81,284.3048095703125
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2016,62.02,283.496826171875
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2017,0,283.2896728515625
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2018,55.29,284.19061279296875
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2019,0.21,284.0139465332031
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2020,147.11,284.5777587890625
seriesA00017_site001_speciesFAGSYL_varialbe_seed_unit_g/m2,2021,0,283.6011657714844
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1984,250,278.92279052734375
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1985,20,278.6933288574219
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1986,90,279.3678894042969
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1987,70,278.7819519042969
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1988,70,280.00372314453125
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1989,60,280.7353515625
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1990,50,280.0452575683594
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1991,1100,279.0744934082031
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1992,400,280.4684143066406
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1993,80,279.6905212402344
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1994,1500,281.1607360839844
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1995,750,279.9967041015625
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1996,70,278.5174255371094
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1997,100,280.0021057128906
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1998,100,280.0287780761719
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,1999,500,280.23779296875
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,2000,150,281.06842041015625
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,2001,1980,279.9222106933594
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,2002,20,280.8923645019531
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,2003,625,280.38360595703125
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,2004,375,279.8158874511719
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,2005,20,279.4337158203125
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,2006,1010,280.1551208496094
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,2007,70,280.8262634277344
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,2008,500,280.8417663574219
seriesA00020_site001_speciesFAGSYL_varialbe_pollen_unit_grains/m3,2009,180,280.5316467285156
seriesA00022_site001_speciesPICABI_varialbe_cone_unit_cones/individual,2001,31,279.6337890625
seriesA00022_site001_speciesPICABI_varialbe_cone_unit_cones/individual,2002,22,280.1196594238281
seriesA00022_site001_speciesPICABI_varialbe_cone_unit_cones/individual,2003,18,279.86572265625
